PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
1386	LOCATION	the window	kind;straw;passer-by;baby;basket;care		make;let;take;have	5.97666666667	3.73133333333	5.65066666667	"If only I had straws enough I would make a basket with them, and let my baby down in it from the window to any kind passer-by who would take care of her."
1391	PERSON	Queen	answer;matter;woman	old	be;begin;make;cry;hear;ask;wait	5.595	4.01857142857	5.41	The Queen when she heard this began to cry, but made no answer, and the old woman after waiting a few minutes asked her what was the matter.
1392	PERSON	Queen	thing;mouse;garret	such;little	be;say;kill;think;bear	5.703125	4.196875	5.41875	"Why," said the Queen, "there is only one mouse in this garret, and that is such a dear, pretty little thing that I cannot bear to think of its being killed."
1397	PERSON	Queen	paw;hand;turn;nose;foot;face;mouse	beautiful;little;tall;astonished;sharp;wicked	be;begin;have;visit;see;recognise;come;grow;speak	5.78538461538	4.21423076923	5.47538461538	The Queen was immensely astonished when the Mouse began to speak, and still more so when she saw its little sharp nose turn to a beautiful face, and its paws to hands and feet; then it suddenly grew tall, and the Queen recognised the Fairy who had come with the wicked King to visit her.
1397	PERSON	Queen	paw;hand;turn;nose;foot;face;mouse	beautiful;little;tall;astonished;sharp;wicked	be;begin;have;visit;see;recognise;come;grow;speak	5.78538461538	4.21423076923	5.47538461538	The Queen was immensely astonished when the Mouse began to speak, and still more so when she saw its little sharp nose turn to a beautiful face, and its paws to hands and feet; then it suddenly grew tall, and the Queen recognised the Fairy who had come with the wicked King to visit her.
1397	PERSON	Fairy	paw;hand;turn;nose;foot;face;mouse	beautiful;little;tall;astonished;sharp;wicked	be;begin;have;visit;see;recognise;come;grow;speak	5.78538461538	4.21423076923	5.47538461538	The Queen was immensely astonished when the Mouse began to speak, and still more so when she saw its little sharp nose turn to a beautiful face, and its paws to hands and feet; then it suddenly grew tall, and the Queen recognised the Fairy who had come with the wicked King to visit her.
1397	PERSON	King	paw;hand;turn;nose;foot;face;mouse	beautiful;little;tall;astonished;sharp;wicked	be;begin;have;visit;see;recognise;come;grow;speak	5.78538461538	4.21423076923	5.47538461538	The Queen was immensely astonished when the Mouse began to speak, and still more so when she saw its little sharp nose turn to a beautiful face, and its paws to hands and feet; then it suddenly grew tall, and the Queen recognised the Fairy who had come with the wicked King to visit her.
1398	PERSON	Fairy	look	astonished	smile;say	6.576	4.716	6.346	The Fairy smiled at her astonished look, and said:
1400	PERSON	Queen	friend;creature	possible;charming	be;say;kiss;want	6.60333333333	4.66888888889	6.04555555556	"It is not possible that YOU should want for friends, you charming creature," said the Queen, kissing her.
1401	PERSON	Princess	lip;time	little;rosy	turn;say;kiss	6.30125	4.34375	5.965	Then, turning to the little Princess, she kissed her rosy lips three times, saying:
1403	PERSON	Fairy	form;bottom;straw;rope;baby;mouse		run;get;delay;disappear;have;find;change	5.30470588235	4.02058823529	5.24411764706	The Fairy then changed herself back into the form of a mouse, and this delayed her a few seconds, after which she ran nimbly down the straw rope, but only to find when she got to the bottom that the baby had disappeared.
1404	PERSON	Queen	terror	greatest	cry;run	4.725	5.5225	4.2475	In the greatest terror she ran up again to the Queen, crying:
1405	PERSON	Delicia	clutch;way		know;rescue	5.914	4.036	5.348	I know no way of rescuing Delicia from her clutches."
1406	PERSON	the King	voice;ground	terrible	stamp;cry	4.84285714286	4.04857142857	4.98571428571	Upon this the King stamped upon the ground, and cried in a terrible voice:
1407	PERSON	Cancaline	mouse	little;good;utmost	do;hide;find;have	6.158	3.819	5.555	But though the good little mouse did her very utmost, they could not find out where Cancaline had hidden the little Princess.
1407	PERSON	Princess	mouse	little;good;utmost	do;hide;find;have	6.158	3.819	5.555	But though the good little mouse did her very utmost, they could not find out where Cancaline had hidden the little Princess.
1408	PERSON	Queen	poultry-yard;turkey-maiden;mouse	curious;little	do;be;feel;wish;convey;find	6.025625	4.208125	5.66125	The Queen felt quite curious about a little turkey-maiden who did not wish to be a Queen, so the little mouse conveyed herself to the poultry-yard to find out what she was like.
1408	PERSON	Queen	poultry-yard;turkey-maiden;mouse	curious;little	do;be;feel;wish;convey;find	6.025625	4.208125	5.66125	The Queen felt quite curious about a little turkey-maiden who did not wish to be a Queen, so the little mouse conveyed herself to the poultry-yard to find out what she was like.
1409	PERSON	the King	turkey;gown;stone;diamond;lace;gold;pearl;cap;fro;son;linen;s;foot;robe;silver;ribbon;ground	disagreeable;old;opposite;big;ugly;turkey-maiden;coarse	be;barefoot;sit;strew;marry;declare;stalk;stand;kill;dress;find	5.51236842105	4.09421052632	5.53105263158	She found the turkey-maiden sitting upon a big stone, barefooted, and miserably dressed in an old, coarse linen gown and cap; the ground at her feet was all strewn with robes of gold and silver, ribbons and laces, diamonds and pearls, over which the turkeys were stalking to and fro, while the King"s ugly, disagreeable son stood opposite her, declaring angrily that if she would not marry him she should be killed.
1412	LOCATION	the spring	admiration;peasant;mouse;form;woman	beautiful;little;old;greatest;wicked	go;be;say;watch;take	5.66722222222	4.47166666667	5.37666666667	The little mouse watched her with the greatest admiration, for she was as beautiful as the spring; and as soon as the wicked Prince was gone, she took the form of an old peasant woman and said to her:
1412	PERSON	Prince	admiration;peasant;mouse;form;woman	beautiful;little;old;greatest;wicked	go;be;say;watch;take	5.66722222222	4.47166666667	5.37666666667	The little mouse watched her with the greatest admiration, for she was as beautiful as the spring; and as soon as the wicked Prince was gone, she took the form of an old peasant woman and said to her:
1416	PERSON	Fairy	thing;price;crown;weight;child		be;say;know	5.91	4.36416666667	5.66916666667	"My child," said the Fairy, "a crown is a very pretty thing, but you know neither the price nor the weight of it."
1420	PERSON	Fairy	none	little;other;convinced	become;hear;be	6.40714285714	4.08857142857	5.95571428571	Upon hearing this the Fairy became convinced that the little Turkey-maiden was none other than the Princess Delicia.
1420	PERSON	Princess Delicia	none	little;other;convinced	become;hear;be	6.40714285714	4.08857142857	5.95571428571	Upon hearing this the Fairy became convinced that the little Turkey-maiden was none other than the Princess Delicia.
1422	PERSON	Delicia			answer;be;please;call	5.865	3.93	5.515	"I am called Delicia, if it please you," she answered.
1423	PERSON	Fairy	s;arm;kiss;neck		say;smother;throw;round	5.804	4.48	5.681	Then the Fairy threw her arms round the Princess"s neck, and nearly smothered her with kisses, saying:
1423	PERSON	Princess	s;arm;kiss;neck		say;smother;throw;round	5.804	4.48	5.681	Then the Fairy threw her arms round the Princess"s neck, and nearly smothered her with kisses, saying:
1425	PERSON	Delicia	water;cheek;rose;cap;face;hair;diamond;delight;world;robe;hand	beautiful;nearest;great;splendid;fair;clear;ugly	shine;be;look;give;cry;bath;take;have;shake;adorn	6.32875	4.205625	5.8284375	So Delicia took off the ugly cap, and shook out all her fair shining hair, and bathed her hands and face in clear water from the nearest spring till her cheeks were like roses, and when she was adorned with the diamonds and the splendid robe the Fairy had given her, she looked the most beautiful Princess in the world, and the Fairy with great delight cried:
1425	PERSON	Fairy	water;cheek;rose;cap;face;hair;diamond;delight;world;robe;hand	beautiful;nearest;great;splendid;fair;clear;ugly	shine;be;look;give;cry;bath;take;have;shake;adorn	6.32875	4.205625	5.8284375	So Delicia took off the ugly cap, and shook out all her fair shining hair, and bathed her hands and face in clear water from the nearest spring till her cheeks were like roses, and when she was adorned with the diamonds and the splendid robe the Fairy had given her, she looked the most beautiful Princess in the world, and the Fairy with great delight cried:
1425	PERSON	Princess	water;cheek;rose;cap;face;hair;diamond;delight;world;robe;hand	beautiful;nearest;great;splendid;fair;clear;ugly	shine;be;look;give;cry;bath;take;have;shake;adorn	6.32875	4.205625	5.8284375	So Delicia took off the ugly cap, and shook out all her fair shining hair, and bathed her hands and face in clear water from the nearest spring till her cheeks were like roses, and when she was adorned with the diamonds and the splendid robe the Fairy had given her, she looked the most beautiful Princess in the world, and the Fairy with great delight cried:
1425	PERSON	Fairy	water;cheek;rose;cap;face;hair;diamond;delight;world;robe;hand	beautiful;nearest;great;splendid;fair;clear;ugly	shine;be;look;give;cry;bath;take;have;shake;adorn	6.32875	4.205625	5.8284375	So Delicia took off the ugly cap, and shook out all her fair shining hair, and bathed her hands and face in clear water from the nearest spring till her cheeks were like roses, and when she was adorned with the diamonds and the splendid robe the Fairy had given her, she looked the most beautiful Princess in the world, and the Fairy with great delight cried:
1426	PERSON	Delicia			do;look;think	5.798	3.588	5.8	"Now you look as you ought to look, Delicia: what do you think about it yourself?"
1427	PERSON	Delicia			answer	6.1	4.0	5.95	And Delicia answered:
1429	PERSON	Fairy			say	6.31	4.735	6.63	said the Fairy.
1431	PERSON	Fairy	i;news;to-morrow	pleasant	say;have	5.89	4.1	5.87142857143	"Ah, well," said the Fairy, "to-morrow I may have some pleasant news for you."
1432	PERSON	Queen	castle;embroidery	busy	hurry;cry;sit	5.375	4.24875	5.16	So she hurried back to her castle, where the Queen sat busy with her embroidery, and cried:
1434	PERSON	Queen	loss;death;pin;world;news	worth;jolly	sigh;be	5.16333333333	4.6175	5.22666666667	sighed the Queen, "since the death of the Jolly King and the loss of my Delicia, all the news in the world is not worth a pin to me.
1434	PERSON	King	loss;death;pin;world;news	worth;jolly	sigh;be	5.16333333333	4.6175	5.22666666667	sighed the Queen, "since the death of the Jolly King and the loss of my Delicia, all the news in the world is not worth a pin to me.
1434	PERSON	Delicia	loss;death;pin;world;news	worth;jolly	sigh;be	5.16333333333	4.6175	5.22666666667	sighed the Queen, "since the death of the Jolly King and the loss of my Delicia, all the news in the world is not worth a pin to me.
1435	PERSON	Queen	beauty;turkey-maiden;idea;thought;s;to-morrow		be;rejoice;choose;have;happen;weep;tell	5.98647058824	4.38470588235	5.71705882353	She might be a Queen to-morrow if she chose; "and then she told all that had happened, and the Queen first rejoiced over the thought of Delicia"s beauty, and then wept at the idea of her being a Turkey-maiden.
1435	PERSON	Queen	beauty;turkey-maiden;idea;thought;s;to-morrow		be;rejoice;choose;have;happen;weep;tell	5.98647058824	4.38470588235	5.71705882353	She might be a Queen to-morrow if she chose; "and then she told all that had happened, and the Queen first rejoiced over the thought of Delicia"s beauty, and then wept at the idea of her being a Turkey-maiden.
1435	PERSON	Delicia	beauty;turkey-maiden;idea;thought;s;to-morrow		be;rejoice;choose;have;happen;weep;tell	5.98647058824	4.38470588235	5.71705882353	She might be a Queen to-morrow if she chose; "and then she told all that had happened, and the Queen first rejoiced over the thought of Delicia"s beauty, and then wept at the idea of her being a Turkey-maiden.
1437	PERSON	Prince	meantime;tree;spite;rage	angry;wicked	be;sit;cry;hear;have;howl	4.929375	4.58625	4.841875	In the meantime the wicked Prince, who was very angry with Delicia, had sat himself down under a tree, and cried and howled with rage and spite until the King heard him, and cried out from the window:
1437	PERSON	Delicia	meantime;tree;spite;rage	angry;wicked	be;sit;cry;hear;have;howl	4.929375	4.58625	4.841875	In the meantime the wicked Prince, who was very angry with Delicia, had sat himself down under a tree, and cried and howled with rage and spite until the King heard him, and cried out from the window:
1437	PERSON	the King	meantime;tree;spite;rage	angry;wicked	be;sit;cry;hear;have;howl	4.929375	4.58625	4.841875	In the meantime the wicked Prince, who was very angry with Delicia, had sat himself down under a tree, and cried and howled with rage and spite until the King heard him, and cried out from the window:
1437	LOCATION	the window	meantime;tree;spite;rage	angry;wicked	be;sit;cry;hear;have;howl	4.929375	4.58625	4.841875	In the meantime the wicked Prince, who was very angry with Delicia, had sat himself down under a tree, and cried and howled with rage and spite until the King heard him, and cried out from the window:
1439	PERSON	Prince			reply	5.795	4.295	5.59	The Prince replied:
1441	PERSON	King	chuckle	wicked	say	5.328	5.008	5.346	said the wicked King with a chuckle.
1444	PERSON	Delicia	madam;person	little;insignificant	answer;be;call;send	5.60666666667	3.75666666667	5.38777777778	"Madam," they answered, "we are sent for an insignificant little person called Delicia."
1446	PERSON	the King	son;rope;guard;foot;fear;hand	thick	tie;be;wait;run;bring	5.38076923077	3.94461538462	5.24	So the guards tied her hands and feet with thick ropes, for fear she might run away, and brought her to the King, who was waiting with his son.
1448	PERSON	Princess	terror;knee	poor;little	go;cry;shake	4.85	5.05	4.68875	Then the poor little Princess, shaking with terror, went down on her knees, crying:
1450	PERSON	Fairy	courage;take		bid	6.09	4.64	6.0375	But the Fairy bade her take courage.
1452	PERSON	King	ear;mouse;pillow;bed;side	little;good;same;other;wicked;more	be;set;work;nibble;hurt;turn;gnaw;creep;have;go;change;squeal	5.60724137931	3.93068965517	5.54827586207	That very same night, as soon as the wicked King had gone to bed, the Fairy changed herself into the little mouse, and creeping up on to his pillow nibbled his ear, so that he squealed out quite loudly and turned over on his other side; but that was no good, for the little mouse only set to work and gnawed away at the second ear until it hurt more than the first one.
1452	PERSON	Fairy	ear;mouse;pillow;bed;side	little;good;same;other;wicked;more	be;set;work;nibble;hurt;turn;gnaw;creep;have;go;change;squeal	5.60724137931	3.93068965517	5.54827586207	That very same night, as soon as the wicked King had gone to bed, the Fairy changed herself into the little mouse, and creeping up on to his pillow nibbled his ear, so that he squealed out quite loudly and turned over on his other side; but that was no good, for the little mouse only set to work and gnawed away at the second ear until it hurt more than the first one.
1453	PERSON	the King	terror;sleep	driven;frantic;other;last	rush;cry;run;want	5.31	4.72583333333	4.9775	All night long she ran from one to the other, until at last, driven quite frantic by terror and want of sleep, the King rushed out of the palace crying:
1453	LOCATION	the palace	terror;sleep	driven;frantic;other;last	rush;cry;run;want	5.31	4.72583333333	4.9775	All night long she ran from one to the other, until at last, driven quite frantic by terror and want of sleep, the King rushed out of the palace crying:
1455	PERSON	Prince			be;run;get;hear;have;fall;go	6.02454545455	4.18363636364	5.42727272727	The Prince when he heard this got up also, and ran after the King, and they had not gone far when they both fell into the river and were never heard of again.
1455	PERSON	the King			be;run;get;hear;have;fall;go	6.02454545455	4.18363636364	5.42727272727	The Prince when he heard this got up also, and ran after the King, and they had not gone far when they both fell into the river and were never heard of again.
1455	LOCATION	the river			be;run;get;hear;have;fall;go	6.02454545455	4.18363636364	5.42727272727	The Prince when he heard this got up also, and ran after the King, and they had not gone far when they both fell into the river and were never heard of again.
1456	PERSON	Fairy	jewel;dress	wonderful	bring;say;have;show	6.3225	4.31375	6.1825	Then the Fairy showed her all the wonderful dresses and jewels she had brought for her, and said:
1457	PERSON	Don	people;t;time		go;waste;let;harangue	5.23285714286	3.98428571429	5.11285714286	"Don"t let us waste time; we must go and harangue the people."
1458	PERSON	Delicia	nothing	beautiful;marvellous;short;last	be;walk	6.482	3.686	5.478	Last of all walked Delicia, who was so beautiful that it was nothing short of marvellous.
1460	PERSON	Queen	singing;round;hand	good	dance;take	6.18222222222	4.00333333333	5.98	And they all took hands and danced round the Queen, and Delicia, and the good Fairy, singing: "Yes, yes; we will, we will!"
1460	PERSON	Delicia	singing;round;hand	good	dance;take	6.18222222222	4.00333333333	5.98	And they all took hands and danced round the Queen, and Delicia, and the good Fairy, singing: "Yes, yes; we will, we will!"
1460	PERSON	Fairy	singing;round;hand	good	dance;take	6.18222222222	4.00333333333	5.98	And they all took hands and danced round the Queen, and Delicia, and the good Fairy, singing: "Yes, yes; we will, we will!"
1462	LOCATION	Souris	madame;d;aulnoy;la	par		4.925	3.97	5.335	(10) La bonne vetite Souris" par Madame d"Aulnoy.
1465	PERSON	Graciosa	nothing	fond;graceful;clever	be;call;think	6.672	4.039	6.129	She was so graceful and pretty and clever that she was called Graciosa, and the Queen was so fond of her that she could think of nothing else.
1465	PERSON	Queen	nothing	fond;graceful;clever	be;call;think	6.672	4.039	6.129	She was so graceful and pretty and clever that she was called Graciosa, and the Queen was so fond of her that she could think of nothing else.
1466	PERSON	Princess	anybody	charming	go;mention;see;cry;happen	5.9125	4.315	5.4225	But if anybody who went to see her happened to mention the charming Princess, she would cry angrily:
1468	PERSON	the King	physician;castle;weather;hunting;party	hot;last;tired	be;get;amuse;pass;rest;say;dismount;fall;go;fear;order;arrange	5.68730769231	4.19230769231	5.51346153846	At last his physicians, fearing that he would fall ill, ordered that he should go out and amuse himself; so a hunting party was arranged, but as it was very hot weather the King soon got tired, and said he would dismount and rest at a castle which they were passing.
1469	PERSON	the King	store;side;cask;wine	immense;great	be;range;ask;see;have;go	5.99333333333	3.90066666667	5.64533333333	So down they went together, and the King seeing about two hundred great casks ranged side by side, asked if it was only for herself that she had this immense store of wine.
1470	PERSON	St. Julien	cider;champagne;raisin;sack;hermitage	canary	do	6.12	3.81	5.86857142857	Which do you like, canary, St. Julien, champagne, hermitage sack, raisin, or cider?"
1471	PERSON	the King	champagne;anything		ask;be;say;prefer	6.03333333333	4.15888888889	6.13111111111	"Well," said the King, "since you are so kind as to ask me, I prefer champagne to anything else."
1472	PERSON	Grumbly	duchess;crown;hammer;cask	little;least	come;tap;take	5.546	4.274	5.373	Then Duchess Grumbly took up a little hammer and tapped upon the cask twice, and out came at least a thousand crowns.
1480	PERSON	the King	money;anything;world	more	cry;love	6.086	5.38	5.242	Now the King loved money more than anything else in the world, so he cried joyfully:
1483	PERSON	the King	bargain;way;hand	own	say;let;have;shake	5.95666666667	4.02111111111	5.91888888889	"Oh certainly, you shall have your own way; let us shake hands upon the bargain," said the King.
1484	LOCATION	the door	duchess;treasure;cellar;hand	key	go;lock;give;shake	5.93181818182	4.22818181818	5.54818181818	So they shook hands and went up out of the cellar of treasure together, and the Duchess locked the door and gave the key to the King.
1484	PERSON	the King	duchess;treasure;cellar;hand	key	go;lock;give;shake	5.93181818182	4.22818181818	5.54818181818	So they shook hands and went up out of the cellar of treasure together, and the Duchess locked the door and gave the key to the King.
1485	PERSON	Graciosa	sport;palace	good;own	ask;meet;run;have;get	6.196	3.876	5.795	When he got back to his own palace Graciosa ran out to meet him, and asked if he had had good sport.
1487	PERSON	Princess	care		do;say;keep;take;give	6.079	4.161	5.84	do give it to me," said the Princess, "and I will keep it and take care of it."
1488	PERSON	Grumbly	duchess	more	do;marry;say;promise;have;meet;speak;mean	5.60769230769	4.29307692308	5.61	"I can hardly do that," said he, "for, to speak more plainly, I mean that I met the Duchess Grumbly, and have promised to marry her."
1491	PERSON	Princess	tear;nurse;room	own	go;ask;see;vex;be	5.8075	4.20375	5.72875	So the Princess went very sorrowfully to her own room, and her nurse, seeing her tears, asked what was vexing her.
1492	PERSON	the King	bride;enemy	new;hideous	answer;marry;intend;choose;have	5.70818181818	4.39	5.27727272727	answered she, "for the King intends to marry again, and has chosen for his new bride my enemy, the hideous Duchess Grumbly."
1492	PERSON	Duchess Grumbly	bride;enemy	new;hideous	answer;marry;intend;choose;have	5.70818181818	4.39	5.27727272727	answered she, "for the King intends to marry again, and has chosen for his new bride my enemy, the hideous Duchess Grumbly."
1494	PERSON	Princess	nurse;end;reason;step-mother	many;good;amiable	be;promise;agree;show	6.48166666667	3.9675	5.95416666667	At first the Princess would not promise, but the nurse showed her so many good reasons for it that in the end she agreed to be amiable to her step-mother.
1498	PERSON	Graciosa	knee		go;say;look	5.794	3.994	5.806	When Graciosa looked at him he went down on one knee, and said to her:
1499	PERSON	Princess			await	6.32333333333	4.26	5.32666666667	"Princess, the King awaits you."
1499	PERSON	the King			await	6.32333333333	4.26	5.32666666667	"Princess, the King awaits you."
1501	PERSON	the King	s;page		be;have	5.87	3.75333333333	5.61333333333	"How long have you been one of the King"s pages?"
1502	PERSON	the King	madam;service		answer;be	5.88	3.81333333333	5.33	"I am not in the service of the King, madam," answered he, "but in yours."
1504	PERSON	Prince Percinet	difficulty;fairy;riches;use;gift		be;accompany;disguise;hear;have;permit;hope	5.669	4.195	5.6135	I am Prince Percinet, of whose riches you may have heard, and whose fairy gift will, I hope, be of use to you in all your difficulties, if you will permit me to accompany you under this disguise."
1506	PERSON	The King	thing;courtier;page;rest	distinguished-looking;many;charming;other;green;handsome	do;notice;be;admire;take;have;put;think	6.10894736842	3.94684210526	5.80842105263	The King had so many other things to think of that he did not notice this, but all his courtiers were entirely taken up with admiring the Princess and her charming Page in green, who was more handsome and distinguished-looking than all the rest of the court put together.
1506	PERSON	Princess	thing;courtier;page;rest	distinguished-looking;many;charming;other;green;handsome	do;notice;be;admire;take;have;put;think	6.10894736842	3.94684210526	5.80842105263	The King had so many other things to think of that he did not notice this, but all his courtiers were entirely taken up with admiring the Princess and her charming Page in green, who was more handsome and distinguished-looking than all the rest of the court put together.
1506	LOCATION	the court	thing;courtier;page;rest	distinguished-looking;many;charming;other;green;handsome	do;notice;be;admire;take;have;put;think	6.10894736842	3.94684210526	5.80842105263	The King had so many other things to think of that he did not notice this, but all his courtiers were entirely taken up with admiring the Princess and her charming Page in green, who was more handsome and distinguished-looking than all the rest of the court put together.
1507	PERSON	Graciosa	s		see;cry	4.12666666667	4.87666666667	4.07666666667	But when she saw Graciosa"s she cried angrily:
1508	PERSON	Queen		good	be;slight	6.226	3.828	5.691	What is the good of being a Queen if one is to be slighted like this?"
1509	PERSON	Princess	horse;bundle;duchess;officer;fear;silence;clothes	beautiful	thank;sit;look;have;fall;hold;scramble;obey	5.8019047619	4.15523809524	5.32857142857	The Princess obeyed in silence, and the Duchess, without looking at her or thanking her, scrambled up upon the beautiful horse, where she sat looking like a bundle of clothes, and eight officers had to hold her up for fear she should fall off.
1511	PERSON	Graciosa	horse;page	green	do;lead;wish;ride;say;come	5.936	4.078	5.889	"I wish that Page in green to come and lead the horse, as he did when Graciosa rode it," said she very sharply.
1513	LOCATION	the palace	affair;fault;riches;back;bed;s;purpose;castle	whole;rid;able;contrived	enjoy;be;begin;go;rage;punish;get;scold;try;put;have;carry;recover;declare;speak	5.49848484848	4.15303030303	5.63545454545	They carried her back to the palace and put her to bed, but as soon as she recovered enough to be able to speak, she began to scold and rage, and declared that the whole affair was Graciosa"s fault, that she had contrived it on purpose to try and get rid of her, and that if the King would not have her punished, she would go back to her castle and enjoy her riches by herself.
1513	PERSON	Graciosa	affair;fault;riches;back;bed;s;purpose;castle	whole;rid;able;contrived	enjoy;be;begin;go;rage;punish;get;scold;try;put;have;carry;recover;declare;speak	5.49848484848	4.15303030303	5.63545454545	They carried her back to the palace and put her to bed, but as soon as she recovered enough to be able to speak, she began to scold and rage, and declared that the whole affair was Graciosa"s fault, that she had contrived it on purpose to try and get rid of her, and that if the King would not have her punished, she would go back to her castle and enjoy her riches by herself.
1513	PERSON	the King	affair;fault;riches;back;bed;s;purpose;castle	whole;rid;able;contrived	enjoy;be;begin;go;rage;punish;get;scold;try;put;have;carry;recover;declare;speak	5.49848484848	4.15303030303	5.63545454545	They carried her back to the palace and put her to bed, but as soon as she recovered enough to be able to speak, she began to scold and rage, and declared that the whole affair was Graciosa"s fault, that she had contrived it on purpose to try and get rid of her, and that if the King would not have her punished, she would go back to her castle and enjoy her riches by herself.
1514	PERSON	Graciosa	duchess;way		punish;hasten;appease;tell;please	5.55142857143	4.02714285714	5.11285714286	So he hastened to appease the Duchess, and told her she might punish Graciosa in any way she pleased.
1515	LOCATION	the way	duchess;aid;waiting-maid	merry	be;laugh;thank;pretend;promise;take;have;need;advise;come;disappear;help	5.99666666667	4.03619047619	5.81142857143	She thanked him gratefully for helping her so cleverly, and they laughed and were very merry over the way they had taken in the Duchess and her waiting-maids; but Percinet advised her still to pretend to be ill for a few days, and after promising to come to her aid whenever she needed him, he disappeared as suddenly as he had come.
1515	PERSON	Percinet	duchess;aid;waiting-maid	merry	be;laugh;thank;pretend;promise;take;have;need;advise;come;disappear;help	5.99666666667	4.03619047619	5.81142857143	She thanked him gratefully for helping her so cleverly, and they laughed and were very merry over the way they had taken in the Duchess and her waiting-maids; but Percinet advised her still to pretend to be ill for a few days, and after promising to come to her aid whenever she needed him, he disappeared as suddenly as he had come.
1516	PERSON	the King	court;knight;tournament;thing;world;portrait;princess;comer	beautiful;bravest;other	be;love;tell;paint;maintain;know;hold;order	6.17291666667	4.15208333333	5.70333333333	Now as the King knew that, above all other things, the Queen loved to be told that she was beautiful, he ordered that her portrait should be painted, and that a tournament should be held, at which all the bravest knights of his court should maintain against all comers that Grumbly was the most beautiful princess in the world.
1516	PERSON	Queen	court;knight;tournament;thing;world;portrait;princess;comer	beautiful;bravest;other	be;love;tell;paint;maintain;know;hold;order	6.17291666667	4.15208333333	5.70333333333	Now as the King knew that, above all other things, the Queen loved to be told that she was beautiful, he ordered that her portrait should be painted, and that a tournament should be held, at which all the bravest knights of his court should maintain against all comers that Grumbly was the most beautiful princess in the world.
1516	PERSON	Grumbly	court;knight;tournament;thing;world;portrait;princess;comer	beautiful;bravest;other	be;love;tell;paint;maintain;know;hold;order	6.17291666667	4.15208333333	5.70333333333	Now as the King knew that, above all other things, the Queen loved to be told that she was beautiful, he ordered that her portrait should be painted, and that a tournament should be held, at which all the bravest knights of his court should maintain against all comers that Grumbly was the most beautiful princess in the world.
1517	PERSON	Queen	combat;spite;knight;admiring;s;glance;badness;cause;victor	vain	be;brave;think	5.67153846154	4.14692307692	5.40692307692	But the Queen was so vain that she thought all their admiring glances were for herself, especially as, in spite of the badness of their cause, the King"s knights were so brave that they were the victors in every combat.
1517	PERSON	the King	combat;spite;knight;admiring;s;glance;badness;cause;victor	vain	be;brave;think	5.67153846154	4.14692307692	5.40692307692	But the Queen was so vain that she thought all their admiring glances were for herself, especially as, in spite of the badness of their cause, the King"s knights were so brave that they were the victors in every combat.
1518	PERSON	Queen	portrait;diamond;creature;world;bow	beautiful;willing;ugliest	be;declare;maintain;enclose;carry;encrust	6.165	4.18222222222	5.71555555556	He carried a portrait, enclosed in a bow encrusted with diamonds, and he declared himself willing to maintain against them all that the Queen was the ugliest creature in the world, and that the Princess whose portrait he carried was the most beautiful.
1518	PERSON	Princess	portrait;diamond;creature;world;bow	beautiful;willing;ugliest	be;declare;maintain;enclose;carry;encrust	6.165	4.18222222222	5.71555555556	He carried a portrait, enclosed in a bow encrusted with diamonds, and he declared himself willing to maintain against them all that the Queen was the ugliest creature in the world, and that the Princess whose portrait he carried was the most beautiful.
1519	PERSON	Graciosa	difficulty;percinet		be;guess;have	4.9475	3.755	5.1875	But Graciosa had no difficulty in guessing that it was Percinet.
1520	PERSON	Queen	voice;reproach;torrent	angry	overwhelm;be;recover;speak	5.196	4.574	5.109	As to the Queen, she was so furiously angry that she could hardly speak; but she soon recovered her voice, and overwhelmed Graciosa with a torrent of reproaches.
1520	PERSON	Graciosa	voice;reproach;torrent	angry	overwhelm;be;recover;speak	5.196	4.574	5.109	As to the Queen, she was so furiously angry that she could hardly speak; but she soon recovered her voice, and overwhelmed Graciosa with a torrent of reproaches.
1522	PERSON	Princess	nothing;madam;beauty	willing	be;do;assure;say;have;declare	6.05933333333	4.04466666667	5.80266666667	"I assure you, Madam," said the Princess, "that I had nothing to do with it and am quite willing that you shall be declared Queen of Beauty
1522	PERSON	Queen	nothing;madam;beauty	willing	be;do;assure;say;have;declare	6.05933333333	4.04466666667	5.80266666667	"I assure you, Madam," said the Princess, "that I had nothing to do with it and am quite willing that you shall be declared Queen of Beauty
1523	PERSON	Queen	turn		be;say	5.876	3.858	6.182	said the Queen, "but it will be my turn soon!"
1524	PERSON	Graciosa			belong	6.5	2.9	5.44	Graciosa belongs to her!"
1528	PERSON	Princess	picture;room;wall;crystal;moment;supper;surprise;history	own;great;lovely	be;represent;cover;see;go;find	6.34315789474	4.05157894737	5.71578947368	After supper they went into another lovely room, where the crystal walls were covered with pictures, and the Princess saw with great surprise that her own history was represented, even down to the moment when Percinet found her in the forest.
1528	PERSON	Percinet	picture;room;wall;crystal;moment;supper;surprise;history	own;great;lovely	be;represent;cover;see;go;find	6.34315789474	4.05157894737	5.71578947368	After supper they went into another lovely room, where the crystal walls were covered with pictures, and the Princess saw with great surprise that her own history was represented, even down to the moment when Percinet found her in the forest.
